#Id	Used	Can be broken by	Normal Drop	Ultimallet Drop	Description
1300	Used	0	Nothing {-1}	0	0
1301	Used	0	Nothing {-1}	0	0
1302	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1303	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1304	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1305	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1306	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1307	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1308	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1309	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1310	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1311	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1312	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1313	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1314	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1315	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1316	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1317	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1318	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1319	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1320	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1321	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1322	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1323	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1324	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1325	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1326	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1327	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1328	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1329	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1330	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1331	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1332	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1333	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1334	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1335	Used	0	0	0	0
1336	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1337	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1338	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1339	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1340	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1341	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1342	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1343	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1344	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1345	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1346	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1347	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1348	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1349	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1350	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1351	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1352	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1353	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1354	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1355	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1356	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1357	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1358	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1359	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1360	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1361	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1362	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1363	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1364	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1365	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1366	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1367	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1368	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1369	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1370	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1371	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1372	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1373	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1374	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1375	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1376	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1377	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1378	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1379	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1380	Used	0	Nothing {-1}	0	0
1381	Used	0	Nothing {-1}	0	0
1382	Used	0	Nothing {-1}	0	0
1383	Used	0	Nothing {-1}	0	0
1384	Used	0	Nothing {-1}	0	0
1385	Used	0	Nothing {-1}	0	0
1386	Used	0	Nothing {-1}	0	0
1387	Used	0	Nothing {-1}	0	0
1388	Used	0	Nothing {-1}	0	0
1389	Used	0	Nothing {-1}	0	0
1390	Used	0	Nothing {-1}	0	0
1391	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1392	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1393	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1394	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1395	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1396	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1397	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1398	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1399	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1400	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1401	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1402	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1403	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1404	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1405	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1406	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1407	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1408	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1409	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1410	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1411	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1412	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1413	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1414	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1415	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1416	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1417	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1418	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1419	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1420	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1421	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1422	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1423	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1424	Used	0	0	0	0
1425	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1426	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1427	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1428	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1429	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1430	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1431	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1432	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1433	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1434	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1435	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1436	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1437	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1438	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1439	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1440	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1441	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1442	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1443	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1444	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1445	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1446	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1447	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1448	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1449	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1450	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1451	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1452	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1453	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1454	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1455	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1456	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1457	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1458	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1459	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1460	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1461	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1462	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1463	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1464	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1465	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1466	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1467	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1468	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1469	Used	0	Nothing {-1}	0	0
1470	Used	0	Nothing {-1}	0	0
1471	Used	0	Nothing {-1}	0	0
1472	Used	0	Nothing {-1}	0	0
1473	Used	0	Nothing {-1}	0	0
1474	Used	0	Nothing {-1}	0	0
1475	Used	0	Nothing {-1}	0	0
1476	Used	0	Nothing {-1}	0	0
1477	Used	0	Nothing {-1}	0	0
1478	Used	0	Nothing {-1}	0	0
1479	Used	0	Nothing {-1}	0	0
1480	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1481	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1482	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1483	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1484	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1485	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1486	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1487	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1488	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1489	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1490	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1491	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1492	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1493	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1494	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1495	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1496	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1497	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1498	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1499	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1500	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1501	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1502	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1503	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1504	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1505	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1506	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1507	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1508	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1509	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1510	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1511	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1512	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1513	Used	0	0	0	0
1514	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1515	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1516	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1517	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1518	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1519	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1520	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1521	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1522	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1523	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1524	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1525	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1526	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1527	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1528	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1529	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1530	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1531	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1532	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1533	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1534	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1535	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1536	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1537	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1538	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1539	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1540	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1541	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1542	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1543	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1544	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1545	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1546	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1547	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1548	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1549	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1550	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1551	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1552	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1553	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1554	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1555	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1556	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1557	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1558	Used	0	Nothing {-1}	0	0
1559	Used	0	Nothing {-1}	0	0
1560	Used	0	Nothing {-1}	0	0
1561	Used	0	Nothing {-1}	0	0
1562	Used	0	Nothing {-1}	0	0
1563	Used	0	Nothing {-1}	0	0
1564	Used	0	Nothing {-1}	0	0
1565	Used	0	Nothing {-1}	0	0
1566	Used	0	Nothing {-1}	0	0
1567	Used	0	Nothing {-1}	0	0
1568	Used	0	Nothing {-1}	0	0
1569	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1570	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1571	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1572	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1573	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1574	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1575	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1576	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1577	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1578	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1579	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1580	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1581	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1582	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1583	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1584	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1585	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1586	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1587	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1588	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1589	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1590	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1591	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1592	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1593	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1594	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1595	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1596	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1597	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1598	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1599	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1600	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1601	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1602	Used	0	0	0	0
1603	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1604	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1605	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1606	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1607	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1608	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1609	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1610	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1611	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1612	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1613	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1614	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1615	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1616	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1617	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1618	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1619	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1620	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1621	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1622	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1623	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1624	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1625	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1626	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1627	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1628	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1629	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1630	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1631	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1632	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1633	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1634	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1635	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1636	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1637	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1638	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1639	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1640	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1641	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1642	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1643	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1644	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1645	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1646	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1647	Used	0	Nothing {-1}	0	0
1648	Used	0	Nothing {-1}	0	0
1649	Used	0	Nothing {-1}	0	0
1650	Used	0	Nothing {-1}	0	0
1651	Used	0	Nothing {-1}	0	0
1652	Used	0	Nothing {-1}	0	0
1653	Used	0	Nothing {-1}	0	0
1654	Used	0	Nothing {-1}	0	0
1655	Used	0	Nothing {-1}	0	0
1656	Used	0	Nothing {-1}	0	0
1657	Used	0	Nothing {-1}	0	0
1658	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1659	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1660	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1661	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1662	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1663	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1664	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1665	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1666	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1667	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1668	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1669	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1670	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1671	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1672	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1673	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1674	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1675	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1676	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1677	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1678	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1679	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1680	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1681	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1682	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1683	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1684	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1685	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1686	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1687	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1688	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1689	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1690	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1691	Used	0	0	0	0
1692	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1693	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1694	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1695	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1696	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1697	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1698	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1699	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1700	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1701	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1702	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1703	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1704	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1705	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1706	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1707	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1708	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1709	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1710	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1711	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1712	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1713	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1714	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1715	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1716	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1717	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1718	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1719	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1720	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1721	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1722	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1723	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1724	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1725	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1726	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1727	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1728	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1729	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1730	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1731	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1732	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1733	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1734	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1735	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1736	Used	0	Nothing {-1}	0	0
1737	Used	0	Nothing {-1}	0	0
1738	Used	0	Nothing {-1}	0	0
1739	Used	0	Nothing {-1}	0	0
1740	Used	0	Nothing {-1}	0	0
1741	Used	0	Nothing {-1}	0	0
1742	Used	0	Nothing {-1}	0	0
1743	Used	0	Nothing {-1}	0	0
1744	Used	0	Nothing {-1}	0	0
1745	Used	0	Nothing {-1}	0	0
1746	Used	0	Nothing {-1}	0	0
1747	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
