#Id	ImageId	Used	Name	Can be broken by	Normal Drop	Ultimallet Drop	Description
0	0	Used	Empty	Intangible Block	0	0	Set on layer 0 will create sea floor
269	52	Used	Fancy Carpet {White}	Giant Mallet	Fancy Carpet {White} x1 {2157}	Fancy Carpet {White} x1 {2157}	0
270	52	Used	Fancy Carpet {Black}	Giant Mallet	Fancy Carpet {Black} x1 {2158}	Fancy Carpet {Black} x1 {2158}	0
271	52	Used	Fancy Carpet {Purple}	Giant Mallet	Fancy Carpet {Purple} x1 {2159}	Fancy Carpet {Purple} x1 {2159}	0
272	52	Used	Fancy Carpet {Pink}	Giant Mallet	Fancy Carpet {Pink} x1 {2160}	Fancy Carpet {Pink} x1 {2160}	0
273	52	Used	Fancy Carpet {Green}	Giant Mallet	Fancy Carpet {Green} x1 {2162}	Fancy Carpet {Green} x1 {2162}	0
274	52	Used	Fancy Carpet {Yellow}	Giant Mallet	Fancy Carpet {Yellow} x1 {2163}	Fancy Carpet {Yellow} x1 {2163}	0
275	52	Used	Fancy Carpet {Blue}	Giant Mallet	Fancy Carpet {Blue} x1 {2164}	Fancy Carpet {Blue} x1 {2164}	0
276	52	Used	Fancy Carpet {Red}	Giant Mallet	Fancy Carpet {Red} x1 {2161}	Fancy Carpet {Red} x1 {2161}	0
277	30	Used	Timbered Foundation {White}	Giant Mallet	Timbered Wall {White} x1 {2849}	Timbered Foundation {White} x1 {2857}	0
278	30	Used	Timbered Foundation {Black}	Giant Mallet	Timbered Wall {Black} x1 {2850}	Timbered Foundation {Black} x1 {2858}	0
279	30	Used	Timbered Foundation {Purple}	Giant Mallet	Timbered Wall {Purple} x1 {2851}	Timbered Foundation {Purple} x1 {2859}	0
280	30	Used	Timbered Foundation {Pink}	Giant Mallet	Timbered Wall {Pink} x1 {2852}	Timbered Foundation {Pink} x1 {2860}	0
281	30	Used	Timbered Foundation {Red}	Giant Mallet	Timbered Wall {Red} x1 {2853}	Timbered Foundation {Red} x1 {2861}	0
282	30	Used	Timbered Foundation {Green}	Giant Mallet	Timbered Wall {Green} x1 {2854}	Timbered Foundation {Green} x1 {2862}	0
283	30	Used	Timbered Foundation {Yellow}	Giant Mallet	Timbered Wall {Yellow} x1 {2855}	Timbered Foundation {Yellow} x1 {2863}	0
284	30	Used	Timbered Foundation {Blue}	Giant Mallet	Timbered Wall {Blue} x1 {2856}	Timbered Foundation {Blue} x1 {2864}	0
285	31	Used	Timbered Wall Midsection {White}	Giant Mallet	Timbered Wall {White} x1 {2849}	Timbered Wall Midsection {White} x1 {2865}	0
286	31	Used	Timbered Wall Midsection {Black}	Giant Mallet	Timbered Wall {Black} x1 {2850}	Timbered Wall Midsection {Black} x1 {2866}	0
287	31	Used	Timbered Wall Midsection {Purple}	Giant Mallet	Timbered Wall {Purple} x1 {2851}	Timbered Wall Midsection {Purple} x1 {2867}	0
288	31	Used	Timbered Wall Midsection {Pink}	Giant Mallet	Timbered Wall {Pink} x1 {2852}	Timbered Wall Midsection {Pink} x1 {2868}	0
289	31	Used	Timbered Wall Midsection {Red}	Giant Mallet	Timbered Wall {Red} x1 {2853}	Timbered Wall Midsection {Red} x1 {2869}	0
290	31	Used	Timbered Wall Midsection {Green}	Giant Mallet	Timbered Wall {Green} x1 {2854}	Timbered Wall Midsection {Green} x1 {2870}	0
291	31	Used	Timbered Wall Midsection {Yellow}	Giant Mallet	Timbered Wall {Yellow} x1 {2855}	Timbered Wall Midsection {Yellow} x1 {2871}	0
292	31	Used	Timbered Wall Midsection {Blue}	Giant Mallet	Timbered Wall {Blue} x1 {2856}	Timbered Wall Midsection {Blue} x1 {2872}	0
293	32	Used	Timbered Capital {White}	Giant Mallet	Timbered Wall {White} x1 {2849}	Timbered Capital {White} x1 {2873}	0
294	32	Used	Timbered Capital {Black}	Giant Mallet	Timbered Wall {Black} x1 {2850}	Timbered Capital {Black} x1 {2874}	0
295	32	Used	Timbered Capital {Purple}	Giant Mallet	Timbered Wall {Purple} x1 {2851}	Timbered Capital {Purple} x1 {2875}	0
296	32	Used	Timbered Capital {Pink}	Giant Mallet	Timbered Wall {Pink} x1 {2852}	Timbered Capital {Pink} x1 {2876}	0
297	32	Used	Timbered Capital {Red}	Giant Mallet	Timbered Wall {Red} x1 {2853}	Timbered Capital {Red} x1 {2877}	0
298	32	Used	Timbered Capital {Green}	Giant Mallet	Timbered Wall {Green} x1 {2854}	Timbered Capital {Green} x1 {2878}	0
299	32	Used	Timbered Capital {Yellow}	Giant Mallet	Timbered Wall {Yellow} x1 {2855}	Timbered Capital {Yellow} x1 {2879}	0
300	32	Used	Timbered Capital {Blue}	Giant Mallet	Timbered Wall {Blue} x1 {2856}	Timbered Capital {Blue} x1 {2880}	0
301	43	Used	Wooden Wall {White}	Giant Mallet	Wooden Wall {White} x1 {2881}	Wooden Wall {White} x1 {2881}	0
302	43	Used	Wooden Wall {Black}	Giant Mallet	Wooden Wall {Black} x1 {2882}	Wooden Wall {Black} x1 {2882}	0
303	43	Used	Wooden Wall {Purple}	Giant Mallet	Wooden Wall {Purple} x1 {2883}	Wooden Wall {Purple} x1 {2883}	0
304	43	Used	Wooden Wall {Pink}	Giant Mallet	Wooden Wall {Pink} x1 {2884}	Wooden Wall {Pink} x1 {2884}	0
305	43	Used	Wooden Wall {Red}	Giant Mallet	Wooden Wall {Red} x1 {2885}	Wooden Wall {Red} x1 {2885}	0
306	43	Used	Wooden Wall {Green}	Giant Mallet	Wooden Wall {Green} x1 {2886}	Wooden Wall {Green} x1 {2886}	0
307	43	Used	Wooden Wall {Yellow}	Giant Mallet	Wooden Wall {Yellow} x1 {2887}	Wooden Wall {Yellow} x1 {2887}	0
308	43	Used	Wooden Wall {Blue}	Giant Mallet	Wooden Wall {Blue} x1 {2888}	Wooden Wall {Blue} x1 {2888}	0
309	544	Used	Carpet {White}	Giant Mallet	Carpet {White} x1 {2625}	Carpet {White} x1 {2625}	0
310	544	Used	Carpet {Black}	Giant Mallet	Carpet {Black} x1 {2626}	Carpet {Black} x1 {2626}	0
311	544	Used	Carpet {Purple}	Giant Mallet	Carpet {Purple} x1 {2627}	Carpet {Purple} x1 {2627}	0
312	544	Used	Carpet {Pink}	Giant Mallet	Carpet {Pink} x1 {2628}	Carpet {Pink} x1 {2628}	0
313	544	Used	Carpet {Red}	Giant Mallet	Carpet {Red} x1 {2629}	Carpet {Red} x1 {2629}	0
314	544	Used	Carpet {Green}	Giant Mallet	Carpet {Green} x1 {2630}	Carpet {Green} x1 {2630}	0
315	544	Used	Carpet {Yellow}	Giant Mallet	Carpet {Yellow} x1 {2631}	Carpet {Yellow} x1 {2631}	0
316	544	Used	Carpet {Blue}	Giant Mallet	Carpet {Blue} x1 {2632}	Carpet {Blue} x1 {2632}	0
317	47	Used	Wooden Floor {White}	Giant Mallet	Wooden Floor {White} x1 {2889}	Wooden Floor {White} x1 {2889}	0
318	47	Used	Wooden Floor {Black}	Giant Mallet	Wooden Floor {Black} x1 {2890}	Wooden Floor {Black} x1 {2890}	0
319	47	Used	Wooden Floor {Purple}	Giant Mallet	Wooden Floor {Purple} x1 {2891}	Wooden Floor {Purple} x1 {2891}	0
320	47	Used	Wooden Floor {Pink}	Giant Mallet	Wooden Floor {Pink} x1 {2892}	Wooden Floor {Pink} x1 {2892}	0
321	47	Used	Wooden Floor {Red}	Giant Mallet	Wooden Floor {Red} x1 {2893}	Wooden Floor {Red} x1 {2893}	0
322	47	Used	Wooden Floor {Green}	Giant Mallet	Wooden Floor {Green} x1 {2894}	Wooden Floor {Green} x1 {2894}	0
323	47	Used	Wooden Floor {Yellow}	Giant Mallet	Wooden Floor {Yellow} x1 {2895}	Wooden Floor {Yellow} x1 {2895}	0
324	47	Used	Wooden Floor {Blue}	Giant Mallet	Wooden Floor {Blue} x1 {2896}	Wooden Floor {Blue} x1 {2896}	0
325	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
326	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
327	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
328	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
329	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
330	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
331	331	Used	Shifting Sand	Cypress Stick	Nothing {-1}	Shifting Sand x1 {265}	0
332	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
333	349	Used	Sea water shallow block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
334	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
335	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
336	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
337	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
338	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
339	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
340	349	Used	Sea water full block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
341	349	Used	Sea water full block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
342	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
343	120	Used	Clear water shallow block	Pot [UNKOWN THE POT LEVEL]	Water-Filled Bottomless Pot {1767}	0	0
344	231	Used	Hot water shallow block	Pot [UNKOWN THE POT LEVEL]	Hot Water-Filled Bottomless Pot {1768}	0	0
345	190	Used	Poison shallow block	Pot [UNKOWN THE POT LEVEL]	Poison-Filled Bottomless Pot {1557}	0	0
346	267	Used	Lava shallow block	Pot [UNKOWN THE POT LEVEL]	Lava-Filled Bottomless Pot {1558}	0	0
347	199	Used	Bottomless Swamp shallow block	Unscoopable	Nothing {-1}	0	0
348	208	Used	Muddy Water shallow block	Pot [UNKOWN THE POT LEVEL]	Filthy Water-Filled Bottomless Pot {2058}	0	0
349	349	Used	Sea water shallow block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
350	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
351	34	Used	Hardwood Column Midsection {White}	Giant Mallet	Hardwood Column {White} x1 {2777}	Hardwood Column Midsection {White} x1 {2793}	0
352	34	Used	Hardwood Column Midsection {Black}	Giant Mallet	Hardwood Column {Black} x1 {2778}	Hardwood Column Midsection {Black} x1 {2794}	0
353	34	Used	Hardwood Column Midsection {Purple}	Giant Mallet	Hardwood Column {Purple} x1 {2779}	Hardwood Column Midsection {Purple} x1 {2795}	0
354	34	Used	Hardwood Column Midsection {Pink}	Giant Mallet	Hardwood Column {Pink} x1 {2780}	Hardwood Column Midsection {Pink} x1 {2796}	0
355	34	Used	Hardwood Column Midsection {Red}	Giant Mallet	Hardwood Column {Red} x1 {2781}	Hardwood Column Midsection {Red} x1 {2797}	0
356	34	Used	Hardwood Column Midsection {Green}	Giant Mallet	Hardwood Column {Green} x1 {2782}	Hardwood Column Midsection {Green} x1 {2798}	0
357	34	Used	Hardwood Column Midsection {Yellow}	Giant Mallet	Hardwood Column {Yellow} x1 {2783}	Hardwood Column Midsection {Yellow} x1 {2799}	0
358	34	Used	Hardwood Column Midsection {Blue}	Giant Mallet	Hardwood Column {Blue} x1 {2784}	Hardwood Column Midsection {Blue} x1 {2800}	0
359	33	Used	Hardwood Pedestal {White}	Giant Mallet	Hardwood Column {White} x1 {2777}	Hardwood Pedestal {White} x1 {2801}	0
360	33	Used	Hardwood Pedestal {Black}	Giant Mallet	Hardwood Column {Black} x1 {2778}	Hardwood Pedestal {Black} x1 {2802}	0
361	33	Used	Hardwood Pedestal {Purple}	Giant Mallet	Hardwood Column {Purple} x1 {2779}	Hardwood Pedestal {Purple} x1 {2803}	0
362	33	Used	Hardwood Pedestal {Pink}	Giant Mallet	Hardwood Column {Pink} x1 {2780}	Hardwood Pedestal {Pink} x1 {2804}	0
363	33	Used	Hardwood Pedestal {Red}	Giant Mallet	Hardwood Column {Red} x1 {2781}	Hardwood Pedestal {Red} x1 {2805}	0
364	33	Used	Hardwood Pedestal {Green}	Giant Mallet	Hardwood Column {Green} x1 {2782}	Hardwood Pedestal {Green} x1 {2806}	0
365	33	Used	Hardwood Pedestal {Yellow}	Giant Mallet	Hardwood Column {Yellow} x1 {2783}	Hardwood Pedestal {Yellow} x1 {2807}	0
366	33	Used	Hardwood Pedestal {Blue}	Giant Mallet	Hardwood Column {Blue} x1 {2784}	Hardwood Pedestal {Blue} x1 {2808}	0
367	35	Used	Hardwood Capital {White}	Giant Mallet	Hardwood Column {White} x1 {2777}	Hardwood Capital {White} x1 {2785}	0
368	35	Used	Hardwood Capital {Black}	Giant Mallet	Hardwood Column {Black} x1 {2778}	Hardwood Capital {Black} x1 {2786}	0
369	35	Used	Hardwood Capital {Purple}	Giant Mallet	Hardwood Column {Purple} x1 {2779}	Hardwood Capital {Purple} x1 {2787}	0
370	35	Used	Hardwood Capital {Pink}	Giant Mallet	Hardwood Column {Pink} x1 {2780}	Hardwood Capital {Pink} x1 {2788}	0
371	35	Used	Hardwood Capital {Red}	Giant Mallet	Hardwood Column {Red} x1 {2781}	Hardwood Capital {Red} x1 {2789}	0
372	35	Used	Hardwood Capital {Green}	Giant Mallet	Hardwood Column {Green} x1 {2782}	Hardwood Capital {Green} x1 {2790}	0
373	35	Used	Hardwood Capital {Yellow}	Giant Mallet	Hardwood Column {Yellow} x1 {2783}	Hardwood Capital {Yellow} x1 {2791}	0
374	35	Used	Hardwood Capital {Blue}	Giant Mallet	Hardwood Column {Blue} x1 {2784}	Hardwood Capital {Blue} x1 {2792}	0
375	51	Used	Carpet Midsection {White}	Giant Mallet	Carpet {White} x1 {2625}	Carpet {White} x1 {2625}	0
376	51	Used	Carpet Midsection {Black}	Giant Mallet	Carpet {Black} x1 {2626}	Carpet {Black} x1 {2626}	0
377	51	Used	Carpet Midsection {Purple}	Giant Mallet	Carpet {Purple} x1 {2627}	Carpet {Purple} x1 {2627}	0
378	51	Used	Carpet Midsection {Pink}	Giant Mallet	Carpet {Pink} x1 {2628}	Carpet {Pink} x1 {2628}	0
379	51	Used	Carpet Midsection {Red}	Giant Mallet	Carpet {Red} x1 {2629}	Carpet {Red} x1 {2629}	0
380	51	Used	Carpet Midsection {Green}	Giant Mallet	Carpet {Green} x1 {2630}	Carpet {Green} x1 {2630}	0
381	51	Used	Carpet Midsection {Yellow}	Giant Mallet	Carpet {Yellow} x1 {2631}	Carpet {Yellow} x1 {2631}	0
382	51	Used	Carpet Midsection {Blue}	Giant Mallet	Carpet {Blue} x1 {2632}	Carpet {Blue} x1 {2632}	0
383	120	Used	Clear water surface block	Pot [UNKOWN THE POT LEVEL]	Water-Filled Bottomless Pot {1767}	0	0
384	231	Used	Hot water surface block	Pot [UNKOWN THE POT LEVEL]	Hot Water-Filled Bottomless Pot {1768}	0	0
385	190	Used	Poison surface block	Pot [UNKOWN THE POT LEVEL]	Poison-Filled Bottomless Pot {1557}	0	0
386	267	Used	Lava surface block	Pot [UNKOWN THE POT LEVEL]	Lava-Filled Bottomless Pot {1558}	0	0
387	199	Used	Bottomless Swamp surface block	Unscoopable	Nothing {-1}	0	0
388	208	Used	Muddy Water surface block	Pot [UNKOWN THE POT LEVEL]	Filthy Water-Filled Bottomless Pot {2058}	0	0
389	349	Used	Sea water surface block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
390	390	Used	Plasma shallow block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
391	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
392	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
393	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
394	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
395	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
396	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
397	390	Used	Plasma full block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
398	390	Used	Plasma full block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
399	390	Used	Plasma shallow block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
400	390	Used	Plasma surface block	Pot [UNKOWN THE POT LEVEL]	Plasma-Filled Bottomless Pot {1559}	0	0
401	401	Used	Vault Tile	Ultimallet	Nothing {-1}	Vault Tile x1 {2544}	0
402	402	Used	Gold Brick	Giant Mallet	Gold Brick x1 {1565}	Gold Brick x1 {1565}	0
403	403	Used	Spaceship Wall	Giant Mallet	Spaceship Wall x1 {211}	Spaceship Wall x1 {211}	0
404	404	Used	Shiny Spaceship Wall	Giant Mallet	Shiny Spaceship Wall x1 {212}	Shiny Spaceship Wall x1 {212}	0
405	405	Used	Citadel Battlement	Sledgehammer	Citadel Wall x1 {2495}	Citadel Battlement x1 {402}	0
406	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
407	407	Used	Golden Citadel Capital	Sledgehammer	Golden Citadel Capital x1 {2301}	Golden Citadel Capital x1 {2301}	0
408	408	Used	Alcoved Citadel Wall	Sledgehammer	Alcoved Citadel Wall x1 {2303}	Alcoved Citadel Wall x1 {2303}	0
409	409	Used	Golden Citadel Foundation	Sledgehammer	Golden Citadel Foundation x1 {2302}	Golden Citadel Foundation x1 {2302}	0
410	176	Used	Patterned Citadel Wall	Sledgehammer	Patterned Citadel Wall x1 {10}	Patterned Citadel Wall x1 {10}	0
411	411	Used	Golden Tile	Giant Mallet	Golden Tile x1 {1703}	Golden Tile x1 {1703}	0
412	89	Used	Hargon Block*	Ultimallet	Nothing {-1}	Golden Tile x1 {1703}	0
413	413	Used	Black Void	Intangible Block	Nothing {-1}	Nothing {-1}	Malhalla floor
414	2	Used	Earth*	Blue Aura Indestructible	Nothing {-1}	Nothing {-1}	0
415	7	Used	Mossy Earth*	Blue Aura Indestructible	Nothing {-1}	Nothing {-1}	0
416	19	Used	Snow*	Blue Aura Indestructible	Nothing {-1}	Nothing {-1}	0
417	21	Used	Clodstone*	Blue Aura Indestructible	Nothing {-1}	Nothing {-1}	0
418	16	Used	Witchgrassy Earth*	Blue Aura Indestructible	Nothing {-1}	Nothing {-1}	0
419	607	Used	Battlefield Earth	Blue Aura Indestructible	Nothing {-1}	Nothing {-1}	0
420	349	Used	Sea water shallow block	Pot [UNKOWN THE POT LEVEL]	Seawater-Filled Bottomless Pot {1}	0	0
421	403	Used	Spaceship Wall {White}	Giant Mallet	Spaceship Wall {White} x1 {95}	Spaceship Wall {White} x1 {95}	0
422	403	Used	Spaceship Wall {Black}	Giant Mallet	Spaceship Wall {Black} x1 {96}	Spaceship Wall {Black} x1 {96}	0
423	403	Used	Spaceship Wall {Purple}	Giant Mallet	Spaceship Wall {Purple} x1 {97}	Spaceship Wall {Purple} x1 {97}	0
424	403	Used	Spaceship Wall {Pink}	Giant Mallet	Spaceship Wall {Pink} x1 {98}	Spaceship Wall {Pink} x1 {98}	0
425	403	Used	Spaceship Wall {Red}	Giant Mallet	Spaceship Wall {Red} x1 {99}	Spaceship Wall {Red} x1 {99}	0
426	403	Used	Spaceship Wall {Green}	Giant Mallet	Spaceship Wall {Green} x1 {100}	Spaceship Wall {Green} x1 {100}	0
427	403	Used	Spaceship Wall {Yellow}	Giant Mallet	Spaceship Wall {Yellow} x1 {101}	Spaceship Wall {Yellow} x1 {101}	0
428	403	Used	Spaceship Wall {Blue}	Giant Mallet	Spaceship Wall {Blue} x1 {102}	Spaceship Wall {Blue} x1 {102}	0
429	404	Used	Shiny Spaceship Wall {White}	Giant Mallet	Shiny Spaceship Wall {White} x1 {134}	Shiny Spaceship Wall {White} x1 {134}	0
430	404	Used	Shiny Spaceship Wall {Black}	Giant Mallet	Shiny Spaceship Wall {Black} x1 {135}	Shiny Spaceship Wall {Black} x1 {135}	0
431	404	Used	Shiny Spaceship Wall {Purple}	Giant Mallet	Shiny Spaceship Wall {Purple} x1 {136}	Shiny Spaceship Wall {Purple} x1 {136}	0
432	404	Used	Shiny Spaceship Wall {Pink}	Giant Mallet	Shiny Spaceship Wall {Pink} x1 {137}	Shiny Spaceship Wall {Pink} x1 {137}	0
433	404	Used	Shiny Spaceship Wall {Red}	Giant Mallet	Shiny Spaceship Wall {Red} x1 {138}	Shiny Spaceship Wall {Red} x1 {138}	0
434	404	Used	Shiny Spaceship Wall {Green}	Giant Mallet	Shiny Spaceship Wall {Green} x1 {139}	Shiny Spaceship Wall {Green} x1 {139}	0
435	404	Used	Shiny Spaceship Wall {Yellow}	Giant Mallet	Shiny Spaceship Wall {Yellow} x1 {140}	Shiny Spaceship Wall {Yellow} x1 {140}	0
436	404	Used	Shiny Spaceship Wall {Blue}	Giant Mallet	Shiny Spaceship Wall {Blue} x1 {141}	Shiny Spaceship Wall {Blue} x1 {141}	0
437	437	Used	Woodless Timbered Wall	Giant Mallet	Woodless Timbered Wall x1 {680}	Woodless Timbered Wall x1 {680}	0
438	438	Used	Banded Timbered Wall	Giant Mallet	Banded Timbered Wall x1 {681}	Banded Timbered Wall x1 {681}	0
439	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
440	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
441	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
442	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
443	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
444	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
445	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
446	94	Unused	White Unused Block	Giant Mallet	Nothing {-1}	Nothing {-1}	0
447	438	Used	Banded Timbered Wall {White}	Giant Mallet	Banded Timbered Wall {White} x1 {727}	Banded Timbered Wall {White} x1 {727}	0
448	438	Used	Banded Timbered Wall {Black}	Giant Mallet	Banded Timbered Wall {Black} x1 {728}	Banded Timbered Wall {Black} x1 {728}	0
449	438	Used	Banded Timbered Wall {Purple}	Giant Mallet	Banded Timbered Wall {Purple} x1 {729}	Banded Timbered Wall {Purple} x1 {729}	0
450	438	Used	Banded Timbered Wall {Pink}	Giant Mallet	Banded Timbered Wall {Pink} x1 {730}	Banded Timbered Wall {Pink} x1 {730}	0
451	438	Used	Banded Timbered Wall {Red}	Giant Mallet	Banded Timbered Wall {Red} x1 {731}	Banded Timbered Wall {Red} x1 {731}	0
452	438	Used	Banded Timbered Wall {Green}	Giant Mallet	Banded Timbered Wall {Green} x1 {732}	Banded Timbered Wall {Green} x1 {732}	0
453	438	Used	Banded Timbered Wall {Yellow}	Giant Mallet	Banded Timbered Wall {Yellow} x1 {733}	Banded Timbered Wall {Yellow} x1 {733}	0
454	438	Used	Banded Timbered Wall {Blue}	Giant Mallet	Banded Timbered Wall {Blue} x1 {734}	Banded Timbered Wall {Blue} x1 {734}	0
455	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
456	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
457	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
458	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
459	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
460	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
461	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
462	38	Unused	Default Block	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
463	48	Used	Hardwood Tile {White}	Giant Mallet	Hardwood Tile {White} x1 {2769}	Hardwood Tile {White} x1 {2769}	0
464	48	Used	Hardwood Tile {Black}	Giant Mallet	Hardwood Tile {Black} x1 {2770}	Hardwood Tile {Black} x1 {2770}	0
465	48	Used	Hardwood Tile {Purple}	Giant Mallet	Hardwood Tile {Purple} x1 {2771}	Hardwood Tile {Purple} x1 {2771}	0
466	48	Used	Hardwood Tile {Pink}	Giant Mallet	Hardwood Tile {Pink} x1 {2772}	Hardwood Tile {Pink} x1 {2772}	0
